method,query_idx,label_group,AP@5,n_relevant,Precision@1,Recall@1,Precision@3,Recall@3,Precision@5,Recall@5,Precision@10,Recall@10
StrongFusion_global_crop_text_light_crop_phash_strong,0,3829989058,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,1,2723899357,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,2,2217561812,0.5,2,1.0,0.5,0.3333333333333333,0.5,0.2,0.5,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,3,424835120,1.0,3,1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.3,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,4,66247839,1.0,33,1.0,0.030303030303030304,1.0,0.09090909090909091,1.0,0.15151515151515152,1.0,0.30303030303030304
StrongFusion_global_crop_text_light_crop_phash_strong,5,309172360,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,6,1385441259,1.0,6,1.0,0.16666666666666666,1.0,0.5,1.0,0.8333333333333334,0.6,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,7,4152958882,1.0,10,1.0,0.1,1.0,0.3,1.0,0.5,0.8,0.8
StrongFusion_global_crop_text_light_crop_phash_strong,8,3637220226,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,9,3497969901,0.5,2,1.0,0.5,0.3333333333333333,0.5,0.2,0.5,0.1,0.5
StrongFusion_global_crop_text_light_crop_phash_strong,10,2377831355,1.0,12,1.0,0.08333333333333333,1.0,0.25,1.0,0.4166666666666667,0.9,0.75
StrongFusion_global_crop_text_light_crop_phash_strong,11,4141124289,0.6433333333333333,21,1.0,0.047619047619047616,0.6666666666666666,0.09523809523809523,0.8,0.19047619047619047,0.8,0.38095238095238093
StrongFusion_global_crop_text_light_crop_phash_strong,12,3728367895,0.5,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,13,1706249589,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,14,3947628716,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,15,1662373776,1.0,3,1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.3,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,16,1597685049,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,17,2864073974,0.3333333333333333,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,18,1445188681,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,19,2087175377,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,20,436095484,1.0,6,1.0,0.16666666666666666,1.0,0.5,1.0,0.8333333333333334,0.5,0.8333333333333334
StrongFusion_global_crop_text_light_crop_phash_strong,21,889644727,0.8,5,1.0,0.2,1.0,0.6,0.8,0.8,0.5,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,22,4200573692,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,23,1060961612,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,24,1226243819,0.3,5,1.0,0.2,0.3333333333333333,0.2,0.4,0.4,0.3,0.6
StrongFusion_global_crop_text_light_crop_phash_strong,25,3813608589,1.0,9,1.0,0.1111111111111111,1.0,0.3333333333333333,1.0,0.5555555555555556,0.7,0.7777777777777778
StrongFusion_global_crop_text_light_crop_phash_strong,26,3351860123,0.75,2,1.0,0.5,0.3333333333333333,0.5,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,27,3900306665,1.0,10,1.0,0.1,1.0,0.3,1.0,0.5,0.9,0.9
StrongFusion_global_crop_text_light_crop_phash_strong,28,763032672,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,29,821474700,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,30,2729238489,1.0,4,1.0,0.25,1.0,0.75,0.8,1.0,0.4,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,31,3476168339,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,32,2660884517,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,33,66247839,1.0,33,1.0,0.030303030303030304,1.0,0.09090909090909091,1.0,0.15151515151515152,0.9,0.2727272727272727
StrongFusion_global_crop_text_light_crop_phash_strong,34,1664178674,1.0,10,1.0,0.1,1.0,0.3,1.0,0.5,0.9,0.9
StrongFusion_global_crop_text_light_crop_phash_strong,35,1656690632,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,36,3291614016,0.5,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,37,1983510531,1.0,18,1.0,0.05555555555555555,1.0,0.16666666666666666,1.0,0.2777777777777778,1.0,0.5555555555555556
StrongFusion_global_crop_text_light_crop_phash_strong,38,1203796264,0.16666666666666666,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.2,0.6666666666666666
StrongFusion_global_crop_text_light_crop_phash_strong,39,2836585852,0.8333333333333333,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,40,3860230479,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,41,1562389066,0.3333333333333333,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,42,4218699672,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,43,3582590696,0.8333333333333333,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,44,2245243745,0.4,5,1.0,0.2,0.6666666666666666,0.4,0.4,0.4,0.2,0.4
StrongFusion_global_crop_text_light_crop_phash_strong,45,1295587510,0.8,5,1.0,0.2,1.0,0.6,0.8,0.8,0.4,0.8
StrongFusion_global_crop_text_light_crop_phash_strong,46,4166375360,1.0,15,1.0,0.06666666666666667,1.0,0.2,1.0,0.3333333333333333,1.0,0.6666666666666666
StrongFusion_global_crop_text_light_crop_phash_strong,47,3351318599,0.5,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,48,51422340,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,49,2699450457,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,50,2001682044,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,51,1285119273,0.5433333333333333,19,0.0,0.0,0.6666666666666666,0.10526315789473684,0.8,0.21052631578947367,0.7,0.3684210526315789
StrongFusion_global_crop_text_light_crop_phash_strong,52,159351600,0.3333333333333333,50,1.0,0.02,0.6666666666666666,0.04,0.4,0.04,0.4,0.08
StrongFusion_global_crop_text_light_crop_phash_strong,53,765989615,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,54,954571849,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,55,2304809467,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,56,1268201436,0.8,16,1.0,0.0625,1.0,0.1875,0.8,0.25,0.7,0.4375
StrongFusion_global_crop_text_light_crop_phash_strong,57,1488491114,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,58,2020816824,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,59,4286477246,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,60,3211692097,0.3333333333333333,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,61,1306578136,1.0,22,1.0,0.045454545454545456,1.0,0.13636363636363635,1.0,0.22727272727272727,1.0,0.45454545454545453
StrongFusion_global_crop_text_light_crop_phash_strong,62,1449779365,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,63,685296764,0.8041666666666667,4,1.0,0.25,0.6666666666666666,0.5,0.8,1.0,0.4,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,64,3105935071,0.8,5,1.0,0.2,1.0,0.6,0.8,0.8,0.5,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,65,739195247,1.0,4,1.0,0.25,1.0,0.75,0.8,1.0,0.4,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,66,111019786,0.8,5,1.0,0.2,1.0,0.6,0.8,0.8,0.5,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,67,2824936287,0.41666666666666663,4,1.0,0.25,0.6666666666666666,0.5,0.4,0.5,0.2,0.5
StrongFusion_global_crop_text_light_crop_phash_strong,68,4071254572,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,69,3900306665,1.0,10,1.0,0.1,1.0,0.3,1.0,0.5,0.9,0.9
StrongFusion_global_crop_text_light_crop_phash_strong,70,3040690230,1.0,22,1.0,0.045454545454545456,1.0,0.13636363636363635,1.0,0.22727272727272727,0.8,0.36363636363636365
StrongFusion_global_crop_text_light_crop_phash_strong,71,2628362562,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,72,3351968689,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,73,1091404026,1.0,44,1.0,0.022727272727272728,1.0,0.06818181818181818,1.0,0.11363636363636363,1.0,0.22727272727272727
StrongFusion_global_crop_text_light_crop_phash_strong,74,3281617558,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,75,3332994000,0.8,7,1.0,0.14285714285714285,1.0,0.42857142857142855,0.8,0.5714285714285714,0.4,0.5714285714285714
StrongFusion_global_crop_text_light_crop_phash_strong,76,3283659902,0.42000000000000004,5,1.0,0.2,0.3333333333333333,0.2,0.6,0.6,0.4,0.8
StrongFusion_global_crop_text_light_crop_phash_strong,77,1111259106,0.6,6,1.0,0.16666666666666666,1.0,0.5,0.6,0.5,0.4,0.6666666666666666
StrongFusion_global_crop_text_light_crop_phash_strong,78,673158714,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,79,2101072117,0.3333333333333333,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,80,234541980,0.8055555555555555,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,1.0,0.3,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,81,3836154484,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,82,148858827,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,83,2602613399,1.0,14,1.0,0.07142857142857142,1.0,0.21428571428571427,1.0,0.35714285714285715,1.0,0.7142857142857143
StrongFusion_global_crop_text_light_crop_phash_strong,84,155267355,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,85,3299506042,1.0,13,1.0,0.07692307692307693,1.0,0.23076923076923078,1.0,0.38461538461538464,1.0,0.7692307692307693
StrongFusion_global_crop_text_light_crop_phash_strong,86,3156637582,0.8333333333333333,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,87,3629753575,0.3333333333333333,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,88,2448739506,0.5,2,1.0,0.5,0.3333333333333333,0.5,0.2,0.5,0.1,0.5
StrongFusion_global_crop_text_light_crop_phash_strong,89,2690668631,0.6666666666666666,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,0.2,0.6666666666666666
StrongFusion_global_crop_text_light_crop_phash_strong,90,3213182368,1.0,4,1.0,0.25,1.0,0.75,0.8,1.0,0.4,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,91,29498519,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,92,2882575498,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,93,358422381,0.9166666666666666,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,1.0,0.3,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,94,738918951,1.0,3,1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.3,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,95,3729087049,0.125,2,0.0,0.0,0.0,0.0,0.2,0.5,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,96,4028583908,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,97,4061204363,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,98,620695276,1.0,4,1.0,0.25,1.0,0.75,0.8,1.0,0.4,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,99,2434518358,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,100,844992190,1.0,11,1.0,0.09090909090909091,1.0,0.2727272727272727,1.0,0.45454545454545453,1.0,0.9090909090909091
StrongFusion_global_crop_text_light_crop_phash_strong,101,2437797923,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,102,1288241822,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,103,220504063,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,104,418991059,1.0,21,1.0,0.047619047619047616,1.0,0.14285714285714285,1.0,0.23809523809523808,0.6,0.2857142857142857
StrongFusion_global_crop_text_light_crop_phash_strong,105,95083723,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,106,684175621,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,107,3000792516,1.0,11,1.0,0.09090909090909091,1.0,0.2727272727272727,1.0,0.45454545454545453,1.0,0.9090909090909091
StrongFusion_global_crop_text_light_crop_phash_strong,108,2219641343,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,109,1268201436,1.0,16,1.0,0.0625,1.0,0.1875,1.0,0.3125,0.7,0.4375
StrongFusion_global_crop_text_light_crop_phash_strong,110,2033752485,0.2,1,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,111,1729454608,0.3,7,1.0,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.4,0.2857142857142857,0.3,0.42857142857142855
StrongFusion_global_crop_text_light_crop_phash_strong,112,622058097,0.6875,4,1.0,0.25,0.6666666666666666,0.5,0.6,0.75,0.4,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,113,718843702,0.16666666666666666,13,0.0,0.0,0.3333333333333333,0.07692307692307693,0.4,0.15384615384615385,0.3,0.23076923076923078
StrongFusion_global_crop_text_light_crop_phash_strong,114,2128654399,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,115,1781398404,0.16666666666666666,5,0.0,0.0,0.3333333333333333,0.2,0.4,0.4,0.3,0.6
StrongFusion_global_crop_text_light_crop_phash_strong,116,2321446316,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,117,3166170968,0.8,7,1.0,0.14285714285714285,1.0,0.42857142857142855,0.8,0.5714285714285714,0.6,0.8571428571428571
StrongFusion_global_crop_text_light_crop_phash_strong,118,499748380,1.0,3,1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.3,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,119,2687850690,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,120,3177197131,0.5,2,1.0,0.5,0.3333333333333333,0.5,0.2,0.5,0.1,0.5
StrongFusion_global_crop_text_light_crop_phash_strong,121,2722794324,1.0,11,1.0,0.09090909090909091,1.0,0.2727272727272727,1.0,0.45454545454545453,1.0,0.9090909090909091
StrongFusion_global_crop_text_light_crop_phash_strong,122,1567080949,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,123,1424073930,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,124,169470278,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,125,3710262094,1.0,7,1.0,0.14285714285714285,1.0,0.42857142857142855,1.0,0.7142857142857143,0.6,0.8571428571428571
StrongFusion_global_crop_text_light_crop_phash_strong,126,2685155852,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,127,1555008436,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,128,2948725048,0.7,2,1.0,0.5,0.3333333333333333,0.5,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,129,728791874,0.8,8,1.0,0.125,1.0,0.375,0.8,0.5,0.7,0.875
StrongFusion_global_crop_text_light_crop_phash_strong,130,282635445,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,131,2924011847,0.5,2,1.0,0.5,0.3333333333333333,0.5,0.2,0.5,0.1,0.5
StrongFusion_global_crop_text_light_crop_phash_strong,132,1243244040,1.0,3,1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.3,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,133,3781874382,0.5,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,134,2854728702,0.3333333333333333,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,135,1733221456,1.0,45,1.0,0.022222222222222223,1.0,0.06666666666666667,1.0,0.1111111111111111,1.0,0.2222222222222222
StrongFusion_global_crop_text_light_crop_phash_strong,136,4203290039,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,137,878679521,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,138,315481361,0.55,5,1.0,0.2,0.6666666666666666,0.4,0.6,0.6,0.4,0.8
StrongFusion_global_crop_text_light_crop_phash_strong,139,1137625414,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,140,1785253130,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,141,719811148,0.25,1,0.0,0.0,0.0,0.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,142,2167497065,0.8,6,1.0,0.16666666666666666,1.0,0.5,0.8,0.6666666666666666,0.5,0.8333333333333334
StrongFusion_global_crop_text_light_crop_phash_strong,143,1634431183,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,144,2599895504,1.0,6,1.0,0.16666666666666666,1.0,0.5,1.0,0.8333333333333334,0.6,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,145,3958436296,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5
StrongFusion_global_crop_text_light_crop_phash_strong,146,1245245655,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,147,3240547545,0.8,5,1.0,0.2,1.0,0.6,0.8,0.8,0.4,0.8
StrongFusion_global_crop_text_light_crop_phash_strong,148,1331039767,0.5,1,0.0,0.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,149,659879841,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,150,915320443,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,151,3040690230,1.0,22,1.0,0.045454545454545456,1.0,0.13636363636363635,1.0,0.22727272727272727,1.0,0.45454545454545453
StrongFusion_global_crop_text_light_crop_phash_strong,152,527871518,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,153,3868183614,1.0,24,1.0,0.041666666666666664,1.0,0.125,1.0,0.20833333333333334,1.0,0.4166666666666667
StrongFusion_global_crop_text_light_crop_phash_strong,154,3319724566,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3333333333333333
StrongFusion_global_crop_text_light_crop_phash_strong,155,996959929,0.4533333333333333,13,1.0,0.07692307692307693,0.6666666666666666,0.15384615384615385,0.6,0.23076923076923078,0.7,0.5384615384615384
StrongFusion_global_crop_text_light_crop_phash_strong,156,1852813054,0.06666666666666667,6,0.0,0.0,0.3333333333333333,0.16666666666666666,0.2,0.16666666666666666,0.2,0.3333333333333333
StrongFusion_global_crop_text_light_crop_phash_strong,157,2630753561,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,158,3708631924,1.0,3,1.0,0.3333333333333333,1.0,1.0,0.6,1.0,0.3,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,159,4249196498,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,160,1633347013,0.8333333333333333,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,161,1649239857,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,162,159351600,0.4533333333333333,50,1.0,0.02,0.6666666666666666,0.04,0.6,0.06,0.7,0.14
StrongFusion_global_crop_text_light_crop_phash_strong,163,2546240267,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,164,3114081100,1.0,2,1.0,0.5,0.6666666666666666,1.0,0.4,1.0,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,165,2415538143,0.42000000000000004,10,1.0,0.1,0.3333333333333333,0.1,0.6,0.3,0.6,0.6
StrongFusion_global_crop_text_light_crop_phash_strong,166,2543427432,0.75,4,1.0,0.25,1.0,0.75,0.6,0.75,0.4,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,167,3686109293,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,168,3666117493,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,169,3361632985,1.0,13,1.0,0.07692307692307693,1.0,0.23076923076923078,1.0,0.38461538461538464,0.7,0.5384615384615384
StrongFusion_global_crop_text_light_crop_phash_strong,170,768382632,0.16666666666666666,2,0.0,0.0,0.3333333333333333,0.5,0.2,0.5,0.2,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,171,2310553976,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,172,2180033479,0.6666666666666666,3,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,0.3,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,173,479122246,1.0,12,1.0,0.08333333333333333,1.0,0.25,1.0,0.4166666666666667,1.0,0.8333333333333334
StrongFusion_global_crop_text_light_crop_phash_strong,174,1803787473,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StrongFusion_global_crop_text_light_crop_phash_strong,175,3308317766,1.0,13,1.0,0.07692307692307693,1.0,0.23076923076923078,1.0,0.38461538461538464,0.5,0.38461538461538464
StrongFusion_global_crop_text_light_crop_phash_strong,176,1313560418,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,177,888899721,1.0,1,1.0,1.0,0.3333333333333333,1.0,0.2,1.0,0.1,1.0
StrongFusion_global_crop_text_light_crop_phash_strong,178,4085784223,0.5,2,1.0,0.5,0.3333333333333333,0.5,0.2,0.5,0.1,0.5
